symptoms,label
"focus on details,eye contact,monotone,no facial expression",Autism
"routine,repetitive behavior",Autism
"panic,worry,nervous",Anxiety
"focus on details,sensitive to sound,routine,delayed speech",Autism
"doubt,ritual,checking,repetitive,compulsion",OCD
"irritability,worry",Anxiety
"routine,literal",Autism
"routine,delayed speech",Autism
"nervous,sweating,avoidance,panic",Anxiety
"social skills,repetitive behavior,monotone,routine",Autism
"fear,overthinking,trembling",Anxiety
"cleaning,checking,counting",OCD
"trembling,fear,sweating,avoidance,nervous",Anxiety
"ritual,counting,organizing,perfectionism,intrusive thoughts",OCD
"social skills,literal,eye contact,no facial expression",Autism
"irritability,panic",Anxiety
"perfectionism,ritual",OCD
"focus on details,monotone,routine,no facial expression,social skills",Autism
"intrusive thoughts,ritual,perfectionism,organizing",OCD
"irritability,avoidance,nervous,worry",Anxiety
"routine,sensitive to sound",Autism
"worry,overthinking,restless,nervous",Anxiety
"counting,compulsion",OCD
"worry,panic,fear,restless,irritability",Anxiety
"doubt,checking,organizing,perfectionism",OCD
"counting,repetitive,ritual,cleaning,perfectionism",OCD
"fear,irritability,worry",Anxiety
"cleaning,ritual,intrusive thoughts",OCD
"doubt,perfectionism,organizing,counting",OCD
"cleaning,doubt,perfectionism,ritual",OCD
"perfectionism,checking,doubt,organizing,counting",OCD
"no facial expression,routine,eye contact",Autism
"organizing,counting",OCD
"focus on details,delayed speech",Autism
"nervous,overthinking,irritability,avoidance",Anxiety
"sensitive to sound,focus on details",Autism
"cleaning,checking,intrusive thoughts",OCD
"eye contact,social skills,sensitive to sound,repetitive behavior",Autism
"repetitive behavior,social skills,no facial expression",Autism
"restless,fear,trembling",Anxiety
"literal,monotone,eye contact,focus on details,no facial expression",Autism
"eye contact,monotone",Autism
"nervous,restless,worry,overthinking",Anxiety
"counting,cleaning,checking",OCD
"sweating,nervous,trembling,avoidance,panic",Anxiety
"restless,nervous,worry",Anxiety
"restless,panic",Anxiety
"focus on details,delayed speech,monotone,no facial expression",Autism
"no facial expression,eye contact",Autism
"restless,worry",Anxiety
"fear,avoidance",Anxiety
"restless,trembling",Anxiety
"irritability,avoidance,sweating,worry,trembling",Anxiety
"social skills,monotone,routine",Autism
"avoidance,restless,sweating,overthinking,irritability",Anxiety
"counting,ritual,intrusive thoughts,perfectionism",OCD
"repetitive behavior,social skills",Autism
"routine,monotone,focus on details",Autism
"counting,intrusive thoughts,doubt",OCD
"counting,perfectionism",OCD
"panic,overthinking,trembling,avoidance",Anxiety
"cleaning,ritual,compulsion,checking",OCD
"restless,avoidance,panic",Anxiety
"routine,sensitive to sound,eye contact,monotone",Autism
"trembling,avoidance,restless,nervous",Anxiety
"irritability,worry,restless",Anxiety
"panic,worry",Anxiety
"intrusive thoughts,perfectionism",OCD
"perfectionism,repetitive,compulsion",OCD
"delayed speech,eye contact,no facial expression,routine,monotone",Autism
"no facial expression,social skills,eye contact,routine,sensitive to sound",Autism
"sweating,panic,fear,worry,restless",Anxiety
"ritual,doubt,perfectionism,counting,compulsion",OCD
"intrusive thoughts,repetitive,perfectionism,cleaning,checking",OCD
"perfectionism,ritual,counting,organizing",OCD
"panic,fear",Anxiety
"avoidance,nervous,panic,trembling,irritability",Anxiety
"literal,eye contact,routine,sensitive to sound,repetitive behavior",Autism
"panic,nervous,sweating,overthinking",Anxiety
"worry,restless,panic,nervous,overthinking",Anxiety
"social skills,eye contact,routine,monotone,delayed speech",Autism
"doubt,intrusive thoughts,organizing,perfectionism",OCD
"perfectionism,compulsion,ritual",OCD
"irritability,avoidance,worry",Anxiety
"irritability,avoidance,worry,restless",Anxiety
"irritability,restless,sweating,trembling",Anxiety
"irritability,panic,worry",Anxiety
"social skills,monotone,literal",Autism
"checking,intrusive thoughts",OCD
"social skills,delayed speech,routine,sensitive to sound,focus on details",Autism
"fear,overthinking,sweating",Anxiety
"literal,repetitive behavior,routine,delayed speech,social skills",Autism
"eye contact,literal",Autism
"intrusive thoughts,ritual,organizing,checking",OCD
"no facial expression,repetitive behavior,monotone,literal,social skills",Autism
"irritability,overthinking,worry,restless,sweating",Anxiety
"routine,eye contact,sensitive to sound,social skills,literal",Autism
"repetitive behavior,focus on details",Autism
"intrusive thoughts,ritual,counting,cleaning",OCD
"checking,cleaning,perfectionism",OCD
"doubt,compulsion,organizing,cleaning,ritual",OCD
"cleaning,repetitive,intrusive thoughts,doubt",OCD
"cleaning,organizing,doubt,repetitive,counting",OCD
"literal,routine",Autism
"focus on details,repetitive behavior,delayed speech,no facial expression",Autism
"trembling,avoidance",Anxiety
"checking,repetitive,compulsion",OCD
"sensitive to sound,no facial expression,repetitive behavior",Autism
"organizing,counting,cleaning,intrusive thoughts",OCD
"monotone,literal,eye contact",Autism
"fear,nervous,sweating,restless,panic",Anxiety
"repetitive,checking",OCD
"sweating,overthinking",Anxiety
"avoidance,restless,fear,overthinking",Anxiety
"doubt,checking,repetitive,ritual,cleaning",OCD
"doubt,intrusive thoughts,compulsion",OCD
"eye contact,monotone,literal,no facial expression",Autism
"doubt,ritual,checking,perfectionism",OCD
"repetitive behavior,eye contact",Autism
"checking,perfectionism,repetitive,ritual",OCD
"checking,compulsion",OCD
"focus on details,eye contact",Autism
"ritual,cleaning,counting,intrusive thoughts,compulsion",OCD
"social skills,repetitive behavior",Autism
"avoidance,panic",Anxiety
"doubt,ritual",OCD
"overthinking,nervous,irritability,worry",Anxiety
"counting,doubt,intrusive thoughts",OCD
"trembling,sweating,worry",Anxiety
"ritual,doubt",OCD
"trembling,nervous",Anxiety
"checking,counting",OCD
"ritual,intrusive thoughts",OCD
"cleaning,perfectionism,counting,ritual,intrusive thoughts",OCD
"counting,doubt,repetitive,compulsion,checking",OCD
"nervous,irritability",Anxiety
"restless,irritability,overthinking,fear",Anxiety
"sensitive to sound,focus on details,eye contact,social skills",Autism
"organizing,intrusive thoughts,doubt,cleaning",OCD
"intrusive thoughts,doubt,organizing",OCD
"monotone,no facial expression",Autism
"focus on details,delayed speech,monotone,social skills",Autism
"repetitive,intrusive thoughts,checking",OCD
"no facial expression,routine,literal",Autism
"overthinking,sweating,avoidance",Anxiety
"worry,restless,fear,irritability,sweating",Anxiety
"checking,compulsion,counting",OCD
"checking,counting,perfectionism",OCD
"avoidance,worry",Anxiety
"focus on details,routine",Autism
"no facial expression,delayed speech,social skills",Autism
"panic,worry,trembling,sweating",Anxiety
"ritual,compulsion,perfectionism",OCD
"checking,ritual,repetitive",OCD
"social skills,eye contact",Autism
"social skills,literal,delayed speech",Autism
"delayed speech,eye contact,routine",Autism
"doubt,counting,perfectionism,intrusive thoughts,compulsion",OCD
"delayed speech,focus on details,routine,monotone",Autism
"compulsion,counting,perfectionism",OCD
"repetitive,compulsion,intrusive thoughts",OCD
"repetitive,ritual,organizing,compulsion",OCD
"repetitive,doubt,ritual",OCD
"ritual,checking,doubt",OCD
"checking,doubt,compulsion,ritual,organizing",OCD
"organizing,perfectionism,cleaning,checking",OCD
"sweating,irritability,panic,nervous",Anxiety
"monotone,social skills,focus on details,repetitive behavior",Autism
"delayed speech,literal,monotone,repetitive behavior,routine",Autism
"trembling,worry,panic,nervous,irritability",Anxiety
"repetitive,cleaning",OCD
"trembling,worry,fear,panic,restless",Anxiety
"overthinking,trembling,irritability,nervous",Anxiety
"nervous,worry,overthinking",Anxiety
"trembling,nervous",Anxiety
"doubt,compulsion,cleaning,perfectionism,repetitive",OCD
"repetitive,checking,compulsion",OCD
"panic,avoidance,nervous,trembling,overthinking",Anxiety
"perfectionism,cleaning,checking",OCD
"counting,compulsion,organizing,repetitive",OCD
"counting,doubt,checking,compulsion",OCD
"sensitive to sound,routine,eye contact",Autism
"literal,routine",Autism
"fear,irritability,avoidance,sweating,nervous",Anxiety
"focus on details,delayed speech",Autism
"avoidance,restless,nervous,sweating",Anxiety
"eye contact,focus on details,delayed speech,literal",Autism
"sweating,worry,avoidance,restless",Anxiety
"organizing,counting",OCD
"social skills,delayed speech",Autism
"irritability,sweating,panic,nervous",Anxiety
"avoidance,restless,panic,irritability,sweating",Anxiety
"nervous,irritability,restless,avoidance",Anxiety
"compulsion,perfectionism,counting,intrusive thoughts,ritual",OCD
"compulsion,perfectionism,repetitive,intrusive thoughts",OCD
"counting,intrusive thoughts,cleaning",OCD
"cleaning,organizing,ritual,doubt,repetitive",OCD
"routine,focus on details,sensitive to sound",Autism
"irritability,worry,trembling,panic",Anxiety
"routine,focus on details,literal,monotone",Autism
"checking,cleaning,repetitive,counting,organizing",OCD
"overthinking,panic,worry",Anxiety
"monotone,routine,literal,eye contact,sensitive to sound",Autism
"routine,social skills,sensitive to sound,monotone,no facial expression",Autism
"cleaning,perfectionism",OCD
"social skills,monotone,routine,eye contact,literal",Autism
"worry,panic,restless,sweating",Anxiety
"repetitive,doubt",OCD
"perfectionism,checking,intrusive thoughts,repetitive,counting",OCD
"panic,overthinking",Anxiety
"social skills,focus on details,monotone,no facial expression",Autism
"trembling,worry",Anxiety
"doubt,ritual,intrusive thoughts,repetitive,counting",OCD
"checking,cleaning,ritual,counting",OCD
"irritability,panic,worry,overthinking",Anxiety
"doubt,counting,compulsion,organizing,intrusive thoughts",OCD
"trembling,sweating,worry,overthinking,irritability",Anxiety
"social skills,no facial expression,routine",Autism
"counting,repetitive,checking",OCD
"ritual,perfectionism",OCD
"focus on details,eye contact,literal,sensitive to sound",Autism
"organizing,intrusive thoughts,doubt,checking",OCD
"literal,routine,repetitive behavior",Autism
"counting,compulsion,ritual,perfectionism,organizing",OCD
"cleaning,counting,ritual,perfectionism",OCD
"perfectionism,repetitive,cleaning,intrusive thoughts",OCD
"overthinking,restless,trembling",Anxiety
"sweating,restless",Anxiety
"worry,trembling,panic,avoidance,overthinking",Anxiety
"compulsion,organizing,repetitive,intrusive thoughts,doubt",OCD
"repetitive,counting",OCD
"repetitive behavior,focus on details",Autism
"literal,monotone,no facial expression",Autism
"doubt,ritual",OCD
"overthinking,trembling",Anxiety
"no facial expression,monotone,delayed speech,social skills",Autism
"sweating,irritability",Anxiety
"delayed speech,routine,focus on details",Autism
"panic,worry,fear",Anxiety
"panic,restless,overthinking",Anxiety
"cleaning,compulsion",OCD
"restless,avoidance,sweating",Anxiety
"irritability,worry,trembling",Anxiety
"focus on details,no facial expression",Autism
"literal,monotone,delayed speech",Autism
"no facial expression,focus on details,eye contact,social skills",Autism
"worry,avoidance,nervous,fear",Anxiety
"delayed speech,social skills,monotone,literal",Autism
"perfectionism,intrusive thoughts,checking",OCD
"checking,ritual,intrusive thoughts",OCD
"overthinking,panic,worry,fear,restless",Anxiety
"nervous,restless,worry,overthinking",Anxiety
"fear,trembling,panic,nervous,irritability",Anxiety
"sweating,irritability,nervous",Anxiety
"monotone,social skills,eye contact",Autism
"focus on details,no facial expression",Autism
"delayed speech,routine,focus on details",Autism
"perfectionism,ritual,checking",OCD
"nervous,sweating,irritability,fear,trembling",Anxiety
"fear,avoidance,panic,worry",Anxiety
"irritability,restless",Anxiety
"no facial expression,literal,eye contact,repetitive behavior",Autism
"no facial expression,monotone,social skills,focus on details",Autism
"monotone,literal,social skills,eye contact",Autism
"social skills,sensitive to sound,focus on details,eye contact",Autism
"organizing,ritual",OCD
"literal,repetitive behavior,eye contact,no facial expression",Autism
"literal,sensitive to sound",Autism
"sweating,trembling,overthinking",Anxiety
"delayed speech,literal,focus on details,sensitive to sound,repetitive behavior",Autism
"literal,focus on details,monotone,routine,delayed speech",Autism
"restless,panic,trembling,sweating,avoidance",Anxiety
"nervous,avoidance,panic,overthinking",Anxiety
"perfectionism,repetitive",OCD
"fear,avoidance,panic",Anxiety
"ritual,repetitive,cleaning,intrusive thoughts,compulsion",OCD
"nervous,irritability,panic",Anxiety
"monotone,repetitive behavior,social skills,routine",Autism
"social skills,repetitive behavior,literal",Autism
"ritual,organizing,compulsion,doubt,cleaning",OCD
"trembling,irritability,sweating,panic",Anxiety
"checking,repetitive,intrusive thoughts",OCD
"avoidance,fear,panic",Anxiety
"sweating,worry,irritability,overthinking,trembling",Anxiety
"eye contact,repetitive behavior",Autism
"nervous,irritability",Anxiety
"monotone,literal",Autism
"compulsion,repetitive",OCD
"nervous,restless,fear,overthinking,irritability",Anxiety
"compulsion,counting,cleaning,organizing",OCD
"intrusive thoughts,repetitive,organizing",OCD
"repetitive,checking",OCD
"routine,eye contact,literal",Autism
"irritability,panic,overthinking,sweating,worry",Anxiety
"monotone,repetitive behavior,routine",Autism
"fear,worry",Anxiety
"sweating,panic,avoidance,fear",Anxiety
"perfectionism,intrusive thoughts,compulsion,doubt",OCD
"repetitive,organizing,cleaning,doubt",OCD
"intrusive thoughts,checking,compulsion",OCD
"trembling,overthinking,nervous,worry,avoidance",Anxiety
"worry,trembling,sweating,restless,panic",Anxiety
"ritual,checking,doubt,cleaning,perfectionism",OCD
"overthinking,fear",Anxiety
"eye contact,focus on details,no facial expression,social skills,literal",Autism
"eye contact,literal,social skills",Autism
"no facial expression,sensitive to sound",Autism
"perfectionism,compulsion",OCD
"eye contact,no facial expression,sensitive to sound,monotone,routine",Autism
"organizing,repetitive,perfectionism,compulsion,ritual",OCD
"cleaning,counting,ritual,compulsion",OCD
"sensitive to sound,eye contact,repetitive behavior,delayed speech",Autism
"perfectionism,intrusive thoughts,checking",OCD
"ritual,organizing",OCD
"cleaning,doubt,repetitive,perfectionism,intrusive thoughts",OCD
"monotone,routine,eye contact",Autism
"fear,avoidance,sweating,panic,worry",Anxiety
"cleaning,organizing,ritual",OCD
"trembling,avoidance,worry",Anxiety
"perfectionism,ritual,compulsion,intrusive thoughts",OCD
"overthinking,restless,irritability,sweating,nervous",Anxiety
"trembling,overthinking",Anxiety
"eye contact,monotone,literal",Autism
"delayed speech,monotone",Autism
"restless,worry",Anxiety
"checking,repetitive,organizing",OCD
"organizing,cleaning,checking,counting",OCD
"avoidance,irritability",Anxiety
"panic,trembling,restless,fear,sweating",Anxiety
"nervous,trembling,irritability,worry,overthinking",Anxiety
"organizing,intrusive thoughts",OCD
"counting,organizing,compulsion,cleaning,intrusive thoughts",OCD
"ritual,cleaning,doubt,organizing",OCD
"ritual,doubt,perfectionism",OCD
"repetitive behavior,delayed speech,social skills,literal,no facial expression",Autism
"literal,repetitive behavior,focus on details",Autism
"overthinking,panic,avoidance,trembling,sweating",Anxiety
"repetitive behavior,no facial expression,delayed speech,routine,eye contact",Autism
"irritability,trembling,sweating,fear",Anxiety
"panic,fear,avoidance",Anxiety
"irritability,panic,fear,restless",Anxiety
"doubt,organizing,compulsion,repetitive",OCD
"fear,avoidance,nervous",Anxiety
"nervous,panic,sweating",Anxiety
"monotone,sensitive to sound",Autism
"panic,avoidance,irritability,worry,overthinking",Anxiety
"sweating,restless",Anxiety
"routine,repetitive behavior,sensitive to sound,focus on details",Autism
"nervous,sweating,fear,irritability",Anxiety
"cleaning,compulsion",OCD
"routine,literal,repetitive behavior",Autism
"delayed speech,eye contact,literal,monotone,no facial expression",Autism
"compulsion,checking,doubt,repetitive",OCD
"perfectionism,checking",OCD
"monotone,social skills,routine",Autism
"cleaning,ritual",OCD
"doubt,compulsion",OCD
"eye contact,focus on details,monotone,literal",Autism
"irritability,sweating",Anxiety
"repetitive,counting",OCD
"perfectionism,compulsion,checking,ritual",OCD
"avoidance,restless,nervous,worry",Anxiety
"ritual,repetitive,cleaning,intrusive thoughts,organizing",OCD
"sensitive to sound,literal,focus on details,routine,monotone",Autism
"restless,panic,worry,fear,nervous",Anxiety
"sensitive to sound,focus on details,routine",Autism
"irritability,overthinking,panic,sweating,nervous",Anxiety
"delayed speech,sensitive to sound,no facial expression",Autism
"fear,overthinking",Anxiety
"nervous,worry,panic,avoidance",Anxiety
"monotone,repetitive behavior",Autism
"ritual,organizing",OCD
"social skills,sensitive to sound,repetitive behavior,routine",Autism
"repetitive,organizing,cleaning,ritual,intrusive thoughts",OCD
"sensitive to sound,monotone,focus on details,routine",Autism
"perfectionism,ritual,intrusive thoughts,cleaning,compulsion",OCD
"worry,sweating",Anxiety
"literal,routine,monotone,focus on details,no facial expression",Autism
"counting,perfectionism,intrusive thoughts,doubt",OCD
"literal,no facial expression,eye contact,monotone",Autism
"avoidance,overthinking,nervous",Anxiety
"checking,doubt,counting",OCD
"compulsion,doubt,cleaning",OCD
"social skills,literal,delayed speech",Autism
"checking,organizing,doubt,repetitive",OCD
"repetitive behavior,literal",Autism
"ritual,organizing,checking",OCD
"ritual,organizing,doubt",OCD
"delayed speech,no facial expression,focus on details,routine",Autism
"trembling,nervous,irritability,sweating",Anxiety
"repetitive,intrusive thoughts,cleaning,compulsion,doubt",OCD
"fear,irritability",Anxiety
"intrusive thoughts,compulsion,organizing",OCD
"panic,sweating,overthinking,nervous,restless",Anxiety
"delayed speech,sensitive to sound,routine",Autism
"social skills,repetitive behavior,eye contact,delayed speech",Autism
"sweating,irritability,fear,avoidance,nervous",Anxiety
"organizing,compulsion,counting,repetitive",OCD
"compulsion,organizing",OCD
"nervous,worry,restless,fear,irritability",Anxiety
"repetitive,organizing,intrusive thoughts,ritual",OCD
"social skills,focus on details,no facial expression,literal,delayed speech",Autism
"delayed speech,social skills",Autism
"doubt,compulsion,checking",OCD
"compulsion,ritual,counting,perfectionism,checking",OCD
"cleaning,organizing,perfectionism,intrusive thoughts,checking",OCD
"no facial expression,repetitive behavior",Autism
"focus on details,eye contact,literal,routine",Autism
"repetitive behavior,focus on details,monotone,eye contact",Autism
"doubt,intrusive thoughts,compulsion",OCD
"organizing,doubt,cleaning,checking",OCD
"checking,intrusive thoughts,doubt,compulsion",OCD
"no facial expression,focus on details,monotone,eye contact",Autism
"literal,sensitive to sound,routine,monotone",Autism
"social skills,repetitive behavior,routine,focus on details,sensitive to sound",Autism
"nervous,panic,irritability",Anxiety
"repetitive,checking,ritual,compulsion",OCD
"repetitive,organizing,perfectionism",OCD
"avoidance,trembling,irritability,restless,panic",Anxiety
"trembling,restless,sweating,worry",Anxiety
"avoidance,irritability,worry,overthinking",Anxiety
"social skills,routine,eye contact,repetitive behavior",Autism
"sensitive to sound,focus on details",Autism
"sensitive to sound,focus on details",Autism
"doubt,intrusive thoughts,organizing,compulsion",OCD
"fear,restless,panic",Anxiety
"overthinking,fear,nervous,panic,trembling",Anxiety
"checking,counting",OCD
"intrusive thoughts,organizing,compulsion,counting",OCD
"nervous,panic,fear,sweating",Anxiety
"cleaning,perfectionism,doubt,intrusive thoughts",OCD
"sweating,worry,fear",Anxiety
"avoidance,overthinking,fear,nervous",Anxiety
"panic,irritability,worry",Anxiety
"routine,delayed speech,repetitive behavior",Autism
"intrusive thoughts,ritual",OCD
"repetitive behavior,eye contact,routine,no facial expression,literal",Autism
"repetitive behavior,focus on details,no facial expression,monotone,delayed speech",Autism
"sensitive to sound,social skills,routine,focus on details,literal",Autism
"compulsion,ritual,cleaning,checking",OCD
"counting,repetitive,checking,cleaning,intrusive thoughts",OCD
"cleaning,ritual,organizing,perfectionism",OCD
"counting,ritual,intrusive thoughts,checking,repetitive",OCD
"ritual,repetitive",OCD
"worry,restless",Anxiety
"compulsion,ritual,organizing,counting",OCD
"compulsion,cleaning,organizing,repetitive",OCD
"eye contact,delayed speech,social skills,repetitive behavior",Autism
"doubt,counting,checking,organizing,compulsion",OCD
"repetitive,perfectionism,doubt,cleaning,checking",OCD
"sweating,worry",Anxiety
"organizing,perfectionism,doubt",OCD
"nervous,irritability,overthinking,panic",Anxiety
"no facial expression,routine,delayed speech,sensitive to sound,eye contact",Autism
"checking,intrusive thoughts,organizing,counting,doubt",OCD
"eye contact,no facial expression,repetitive behavior,sensitive to sound,routine",Autism
"ritual,cleaning,compulsion",OCD
"trembling,fear,sweating,avoidance",Anxiety
"perfectionism,cleaning,checking,organizing",OCD
"trembling,worry,fear,restless",Anxiety
"organizing,compulsion",OCD
"monotone,sensitive to sound,focus on details,repetitive behavior,literal",Autism
"sweating,nervous,fear",Anxiety
"intrusive thoughts,doubt,checking",OCD
"cleaning,perfectionism,intrusive thoughts",OCD
"nervous,overthinking,fear,irritability",Anxiety
"routine,literal",Autism
"counting,compulsion",OCD
"organizing,doubt",OCD
"literal,routine",Autism
"perfectionism,organizing,cleaning",OCD
"restless,overthinking,worry,irritability,sweating",Anxiety
"fear,trembling,overthinking,panic",Anxiety
"sweating,fear,nervous,panic",Anxiety
"nervous,overthinking",Anxiety
"nervous,irritability,overthinking",Anxiety
"monotone,delayed speech",Autism
"counting,doubt,checking,cleaning",OCD
"social skills,focus on details,sensitive to sound,literal,delayed speech",Autism
"panic,restless,sweating,overthinking",Anxiety
"intrusive thoughts,organizing,repetitive,cleaning,counting",OCD
"doubt,cleaning,repetitive",OCD
"repetitive behavior,social skills",Autism
"sensitive to sound,focus on details,eye contact",Autism
"worry,fear,overthinking",Anxiety
"eye contact,social skills,routine,sensitive to sound",Autism
"focus on details,sensitive to sound,monotone,repetitive behavior,delayed speech",Autism
"trembling,nervous,panic,avoidance,sweating",Anxiety
"avoidance,worry,panic,restless,overthinking",Anxiety
"checking,compulsion,doubt",OCD
"counting,cleaning,perfectionism,intrusive thoughts,organizing",OCD
"avoidance,panic,sweating,irritability",Anxiety
"trembling,sweating,avoidance",Anxiety
"social skills,eye contact",Autism
"worry,restless,panic,sweating,avoidance",Anxiety
"intrusive thoughts,cleaning,ritual,counting",OCD
"restless,sweating",Anxiety
"no facial expression,monotone,delayed speech,literal,sensitive to sound",Autism
"intrusive thoughts,doubt,perfectionism,repetitive",OCD
"counting,doubt,ritual",OCD
"intrusive thoughts,checking",OCD
"trembling,irritability,overthinking,worry,sweating",Anxiety
"delayed speech,no facial expression,monotone,focus on details,literal",Autism
"cleaning,doubt,checking,perfectionism",OCD
"organizing,ritual,perfectionism",OCD
"counting,compulsion,perfectionism,doubt,cleaning",OCD
"delayed speech,literal,social skills,monotone",Autism
"repetitive,ritual,perfectionism,intrusive thoughts,cleaning",OCD
"compulsion,doubt,repetitive,cleaning",OCD
"ritual,compulsion,perfectionism,doubt,cleaning",OCD
"checking,intrusive thoughts",OCD
"perfectionism,ritual,counting,repetitive,doubt",OCD
"worry,overthinking",Anxiety
"perfectionism,repetitive,counting,doubt,organizing",OCD
"restless,worry,panic,trembling",Anxiety
"counting,ritual,compulsion,doubt",OCD
"monotone,delayed speech,literal,routine",Autism
"monotone,repetitive behavior,literal,sensitive to sound,no facial expression",Autism
"eye contact,literal,repetitive behavior,sensitive to sound,routine",Autism
"checking,ritual,counting",OCD
"ritual,checking",OCD
"panic,sweating",Anxiety
"focus on details,literal,no facial expression,eye contact",Autism
"avoidance,irritability",Anxiety
"delayed speech,literal,sensitive to sound,repetitive behavior",Autism
"repetitive,organizing,checking,ritual,compulsion",OCD
"perfectionism,checking,intrusive thoughts",OCD
"repetitive behavior,no facial expression,eye contact,sensitive to sound,routine",Autism
"sweating,trembling,nervous,irritability",Anxiety
"sweating,nervous,avoidance,irritability,panic",Anxiety
"cleaning,counting,compulsion,organizing",OCD
"organizing,intrusive thoughts,compulsion,cleaning,doubt",OCD
"literal,routine",Autism
"repetitive behavior,social skills,monotone",Autism
"doubt,counting",OCD
"worry,fear,trembling,overthinking,nervous",Anxiety
"sensitive to sound,routine,delayed speech",Autism
"doubt,counting",OCD
"sweating,overthinking,avoidance",Anxiety
"organizing,intrusive thoughts,perfectionism,repetitive",OCD
"checking,counting",OCD
"fear,panic",Anxiety
"monotone,eye contact",Autism
"intrusive thoughts,doubt",OCD
"irritability,worry,sweating,trembling,restless",Anxiety
"nervous,avoidance,restless",Anxiety
"panic,restless,sweating,irritability,fear",Anxiety
"nervous,irritability,sweating,fear,trembling",Anxiety
"literal,focus on details",Autism
"trembling,irritability,restless,nervous,avoidance",Anxiety
"trembling,restless,panic",Anxiety
"worry,restless",Anxiety
"perfectionism,organizing,compulsion,ritual",OCD
"ritual,perfectionism,organizing,repetitive,checking",OCD
"eye contact,focus on details,monotone",Autism
"organizing,ritual,compulsion,repetitive",OCD
"no facial expression,sensitive to sound",Autism
"ritual,perfectionism,repetitive,organizing",OCD
"overthinking,restless,trembling,worry,sweating",Anxiety
"irritability,trembling,nervous,fear,restless",Anxiety
"routine,repetitive behavior,monotone,literal",Autism
"repetitive,checking",OCD
"cleaning,organizing",OCD
"restless,trembling,panic,nervous",Anxiety
"counting,doubt,intrusive thoughts",OCD
"repetitive,cleaning,ritual,perfectionism",OCD
"sweating,panic,overthinking,avoidance,nervous",Anxiety
"counting,compulsion,ritual,doubt",OCD
"compulsion,organizing,counting,doubt,cleaning",OCD
"sensitive to sound,social skills,no facial expression,repetitive behavior",Autism
"restless,overthinking,avoidance,worry",Anxiety
"checking,ritual",OCD
"ritual,perfectionism,checking",OCD
"no facial expression,sensitive to sound,eye contact,focus on details,routine",Autism
"trembling,fear,overthinking",Anxiety
"worry,nervous,avoidance",Anxiety
"restless,sweating,overthinking,irritability,worry",Anxiety
"literal,no facial expression",Autism
"sweating,avoidance,restless,fear",Anxiety
"monotone,sensitive to sound",Autism
"doubt,cleaning",OCD
"trembling,fear,worry,avoidance",Anxiety
"sensitive to sound,repetitive behavior,routine",Autism
"overthinking,worry,irritability",Anxiety
"literal,monotone,social skills",Autism
"cleaning,repetitive,ritual,checking",OCD
"intrusive thoughts,repetitive,cleaning",OCD
"worry,nervous,panic,irritability,trembling",Anxiety
"perfectionism,intrusive thoughts,counting",OCD
"perfectionism,organizing,ritual,compulsion",OCD
"focus on details,sensitive to sound,repetitive behavior,literal",Autism
"fear,trembling",Anxiety
"repetitive,counting,organizing,intrusive thoughts,checking",OCD
"counting,checking,ritual",OCD
"repetitive,organizing,intrusive thoughts,ritual,compulsion",OCD
"focus on details,no facial expression",Autism
"worry,avoidance,irritability,nervous",Anxiety
"sensitive to sound,literal,focus on details,routine",Autism
"trembling,sweating,restless,avoidance",Anxiety
"counting,ritual,organizing",OCD
"repetitive,organizing,perfectionism,checking,intrusive thoughts",OCD
"repetitive behavior,social skills",Autism
"sensitive to sound,literal,eye contact,social skills",Autism
"doubt,organizing",OCD
"social skills,monotone",Autism
"trembling,avoidance",Anxiety
"avoidance,sweating",Anxiety
"cleaning,counting,intrusive thoughts",OCD
"nervous,trembling,fear,sweating",Anxiety
"sweating,restless,irritability,trembling,panic",Anxiety
"fear,trembling,panic,restless,irritability",Anxiety
"focus on details,sensitive to sound,literal,eye contact",Autism
"delayed speech,routine,social skills,repetitive behavior,literal",Autism
"cleaning,organizing",OCD
"irritability,trembling,worry",Anxiety
"no facial expression,sensitive to sound,routine",Autism
"ritual,cleaning",OCD
"sweating,panic,irritability",Anxiety
"cleaning,doubt,compulsion,ritual",OCD
"irritability,overthinking,nervous",Anxiety
"overthinking,sweating,irritability,panic",Anxiety
"repetitive behavior,sensitive to sound,literal,delayed speech",Autism
"literal,no facial expression,focus on details,eye contact,routine",Autism
"ritual,counting",OCD
"focus on details,delayed speech,sensitive to sound,literal",Autism
"organizing,doubt,cleaning,repetitive,checking",OCD
"perfectionism,checking,doubt,cleaning",OCD
"focus on details,routine,eye contact,sensitive to sound",Autism
"checking,perfectionism",OCD
"delayed speech,sensitive to sound,routine,repetitive behavior",Autism
"eye contact,monotone,repetitive behavior",Autism
"irritability,restless,panic",Anxiety
"overthinking,trembling,nervous",Anxiety
"focus on details,social skills",Autism
"organizing,repetitive,compulsion,cleaning",OCD
"routine,sensitive to sound,repetitive behavior,eye contact,no facial expression",Autism
"avoidance,trembling,fear",Anxiety
"nervous,sweating,avoidance",Anxiety
"delayed speech,no facial expression",Autism
"ritual,doubt",OCD
"organizing,intrusive thoughts,cleaning,repetitive",OCD
"avoidance,trembling,panic,nervous",Anxiety
"counting,checking,perfectionism,repetitive",OCD
"nervous,overthinking,fear,sweating",Anxiety
"sweating,trembling,worry,nervous,panic",Anxiety
"repetitive,compulsion",OCD
"counting,doubt",OCD
